ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
32717_at,5.46E-05,1.15E-05,-4.93753,3.06016,-0.3829432,NEURL1,neuralized E3 ubiquitin protein ligase 1
38952_s_at,5.46E-05,1.15E-05,-4.937509,3.06009,-0.4120212,COL13A1,collagen type XIII alpha 1 chain
36045_at,5.47E-05,1.15E-05,4.937055,3.05864,0.4211048,ASCC3,activating signal cointegrator 1 complex subunit 3
35804_at,5.48E-05,1.16E-05,4.93596,3.05515,0.3502267,ASH2L,ASH2 like histone lysine methyltransferase complex subunit
36342_r_at,5.53E-05,1.17E-05,-4.933105,3.04605,-0.2595739,CFHR2,complement factor H related 2
38768_at,5.56E-05,1.18E-05,4.931465,3.04082,0.7857242,HADH,hydroxyacyl-CoA dehydrogenase
32844_at,5.57E-05,1.18E-05,-4.931001,3.03934,-0.6731519,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
35768_at,5.58E-05,1.18E-05,-4.930519,3.0378,-0.2739292,RNF40,ring finger protein 40
39961_at,5.59E-05,1.18E-05,-4.929562,3.03475,-0.3146828,ATP10A,ATPase phospholipid transporting 10A (putative)
36723_at,5.59E-05,1.18E-05,-4.929421,3.0343,-0.2146499,HNF4A,hepatocyte nuclear factor 4 alpha
35404_at,5.59E-05,1.18E-05,-4.929407,3.03426,-0.2711241,TACR2,tachykinin receptor 2
38410_at,5.59E-05,1.18E-05,4.92936,3.03411,0.4577301,CETN2,centrin 2
39590_at,5.60E-05,1.19E-05,-4.928522,3.03144,-0.3619948,APBA2,amyloid beta precursor protein binding family A member 2
33987_at,5.61E-05,1.19E-05,4.927746,3.02896,0.2777909,MIR3620///ARF1,microRNA 3620///ADP ribosylation factor 1
36076_g_at,5.62E-05,1.19E-05,-4.927445,3.028,-0.4553255,IFT27,intraflagellar transport 27
39948_at,5.63E-05,1.20E-05,-4.92646,3.02487,-0.4750582,MAX,MYC associated factor X
31777_at,5.63E-05,1.20E-05,-4.926406,3.02469,-0.3862511,MUSK,muscle associated receptor tyrosine kinase
32020_at,5.68E-05,1.21E-05,-4.923891,3.01668,-0.193845,FAM205BP,transmembrane protein C9orf144B pseudogene
37840_at,5.69E-05,1.21E-05,-4.922895,3.0135,-0.5296778,CNGA1,cyclic nucleotide gated channel alpha 1
36288_at,5.69E-05,1.21E-05,-4.922797,3.01319,-0.6768627,KRT81,keratin 81
41752_at,5.69E-05,1.21E-05,4.922683,3.01283,0.3894076,GHITM,growth hormone inducible transmembrane protein
36514_at,5.70E-05,1.21E-05,4.922485,3.0122,0.6684553,CGRRF1,cell growth regulator with ring finger domain 1
35612_at,5.73E-05,1.22E-05,-4.920556,3.00605,-0.4967647,C10orf12,chromosome 10 open reading frame 12
34336_at,5.74E-05,1.22E-05,4.91976,3.00352,0.5654657,KARS,lysyl-tRNA synthetase
39953_i_at,5.76E-05,1.23E-05,4.918879,3.00071,0.4574667,ZNF623,zinc finger protein 623
37811_at,5.77E-05,1.23E-05,-4.918119,2.99829,-0.2697806,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
36115_at,5.80E-05,1.24E-05,-4.916293,2.99247,-0.4144905,CLK3,CDC like kinase 3
41700_at,5.83E-05,1.24E-05,4.914816,2.98777,1.1937837,F2R,coagulation factor II thrombin receptor
32564_at,5.84E-05,1.25E-05,4.914316,2.98618,0.7160388,SEC61B,Sec61 translocon beta subunit
37076_at,5.84E-05,1.25E-05,-4.914047,2.98532,-0.3772542,SLC2A4,solute carrier family 2 member 4
34063_at,5.85E-05,1.25E-05,-4.913467,2.98347,-0.4076636,RECQL5,RecQ like helicase 5
40172_g_at,5.85E-05,1.25E-05,-4.913141,2.98243,-0.4235146,FRAT2,frequently rearranged in advanced T-cell lymphomas 2
36807_at,5.85E-05,1.25E-05,-4.913049,2.98214,-0.3969654,FAM155B,family with sequence similarity 155 member B
38337_at,5.88E-05,1.26E-05,-4.911371,2.9768,-0.3925113,ZSCAN9,zinc finger and SCAN domain containing 9
37982_at,5.91E-05,1.26E-05,-4.909645,2.9713,-0.4709413,ECI1,enoyl-CoA delta isomerase 1
33070_at,5.92E-05,1.27E-05,-4.909399,2.97052,-0.4160875,HCRTR1,hypocretin receptor 1
35415_at,5.92E-05,1.27E-05,-4.909312,2.97024,-0.3374528,VIL1,villin 1
36698_at,5.92E-05,1.27E-05,-4.908948,2.96908,-0.2773696,APBA1,amyloid beta precursor protein binding family A member 1
36332_at,5.94E-05,1.27E-05,-4.907828,2.96551,-0.3336439,AANAT,aralkylamine N-acetyltransferase
38604_at,5.96E-05,1.28E-05,-4.906634,2.96172,-0.4074262,NPY,neuropeptide Y
39224_at,5.96E-05,1.28E-05,4.906621,2.96167,0.6868203,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
38701_at,5.96E-05,1.28E-05,-4.906467,2.96118,-0.2926834,UBE2L3,ubiquitin conjugating enzyme E2 L3
36333_at,5.97E-05,1.28E-05,4.905894,2.95936,0.5148223,RPL7,ribosomal protein L7
31561_at,5.97E-05,1.28E-05,-4.905717,2.9588,-0.3221667,,
263_g_at,5.97E-05,1.28E-05,4.905546,2.95825,0.5648314,AMD1,adenosylmethionine decarboxylase 1
34323_at,5.97E-05,1.28E-05,4.905506,2.95812,0.6679078,COPS2,COP9 signalosome subunit 2
32316_s_at,5.98E-05,1.28E-05,4.905077,2.95676,0.8019184,HSP90AA1,heat shock protein 90 alpha family class A member 1
41447_at,6.00E-05,1.29E-05,4.903926,2.95309,0.8408681,CHSY1,chondroitin sulfate synthase 1
39190_s_at,6.00E-05,1.29E-05,-4.903525,2.95182,-0.2383498,SLC25A42,solute carrier family 25 member 42
33316_at,6.02E-05,1.29E-05,-4.90277,2.94941,-0.1895702,TOX,thymocyte selection associated high mobility group box
37458_at,6.05E-05,1.30E-05,-4.901191,2.94439,-0.4288914,CDC45,cell division cycle 45
31837_at,6.05E-05,1.30E-05,-4.901107,2.94412,-0.3852292,LMF2,lipase maturation factor 2
36143_at,6.05E-05,1.30E-05,4.900826,2.94323,0.4441366,CASP3,caspase 3
1936_s_at,6.05E-05,1.30E-05,-4.900765,2.94303,-0.5884168,MYC,v-myc avian myelocytomatosis viral oncogene homolog
38175_at,6.06E-05,1.30E-05,-4.900204,2.94125,-0.531242,CAND2,cullin associated and neddylation dissociated 2 (putative)
41191_at,6.06E-05,1.30E-05,4.900186,2.94119,0.7461719,PALLD,"palladin, cytoskeletal associated protein"
39899_at,6.07E-05,1.31E-05,-4.899222,2.93812,-0.2962431,CADM4,cell adhesion molecule 4
1629_s_at,6.08E-05,1.31E-05,4.898871,2.93701,0.6737514,PTPN13,"protein tyrosine phosphatase, non-receptor type 13"
32001_s_at,6.10E-05,1.32E-05,-4.89772,2.93334,-0.5003721,LOC100507472///PCSK6,uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6
40180_at,6.10E-05,1.32E-05,-4.897605,2.93298,-0.4146241,IRS2,insulin receptor substrate 2
37062_at,6.14E-05,1.32E-05,-4.895616,2.92665,-0.2650263,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit
37075_at,6.15E-05,1.33E-05,-4.894934,2.92448,-0.3355239,SNTB1,syntrophin beta 1
1234_at,6.15E-05,1.33E-05,-4.894582,2.92336,-0.270147,EPHA3,EPH receptor A3
40565_at,6.17E-05,1.33E-05,-4.893679,2.92049,-0.265318,,
38165_s_at,6.17E-05,1.33E-05,-4.893513,2.91996,-0.2436497,KMT2D,lysine methyltransferase 2D
34157_f_at,6.17E-05,1.33E-05,-4.893271,2.91919,-0.4854185,HIST1H2AL,"histone cluster 1, H2al"
37110_at,6.22E-05,1.35E-05,-4.890878,2.91158,-0.2848695,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
35550_at,6.23E-05,1.35E-05,-4.890091,2.90907,-0.4588201,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta"
35946_at,6.24E-05,1.35E-05,-4.889859,2.90834,-0.3379745,NELL1,neural EGFL like 1
35496_at,6.24E-05,1.35E-05,-4.889668,2.90773,-0.3278157,CETN1,centrin 1
38357_at,6.24E-05,1.35E-05,4.889275,2.90648,0.8298402,PHIP,pleckstrin homology domain interacting protein
40977_f_at,6.25E-05,1.36E-05,-4.888616,2.90438,-0.298876,CDR1,cerebellar degeneration related protein 1
41173_at,6.26E-05,1.36E-05,-4.887944,2.90225,-0.3155646,,
35709_at,6.26E-05,1.36E-05,4.887895,2.90209,0.9081596,RFK,riboflavin kinase
31595_at,6.29E-05,1.36E-05,-4.886741,2.89842,-0.3210225,SARDH,sarcosine dehydrogenase
33465_at,6.30E-05,1.37E-05,-4.886093,2.89636,-0.4084566,ADRB3,adrenoceptor beta 3
39585_at,6.32E-05,1.37E-05,-4.884992,2.89286,-0.2840875,CDK20,cyclin dependent kinase 20
38507_at,6.32E-05,1.37E-05,-4.884864,2.89245,-0.3783644,LOC101929829///CYP2D6,cytochrome P450 family 2 subfamily D member 6 pseudogene///cytochrome P450 family 2 subfamily D member 6
34472_at,6.32E-05,1.37E-05,4.8848,2.89225,1.133775,FZD6,frizzled class receptor 6
34494_at,6.32E-05,1.37E-05,-4.884638,2.89174,-0.5202241,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
33069_f_at,6.33E-05,1.38E-05,-4.88386,2.88926,-0.434334,UGT2B15,UDP glucuronosyltransferase family 2 member B15
32820_at,6.36E-05,1.38E-05,4.882502,2.88495,0.3272397,CNOT4,CCR4-NOT transcription complex subunit 4
39514_s_at,6.37E-05,1.39E-05,-4.882082,2.88361,-0.3231548,INPP4A,inositol polyphosphate-4-phosphatase type I A
1827_s_at,6.37E-05,1.39E-05,-4.881985,2.8833,-0.5065968,MYC,v-myc avian myelocytomatosis viral oncogene homolog
1499_at,6.40E-05,1.39E-05,4.880416,2.87831,0.5299612,FNTA,"farnesyltransferase, CAAX box, alpha"
34791_at,6.41E-05,1.40E-05,4.879849,2.87651,0.5304186,SNORA29///TCP1,"small nucleolar RNA, H/ACA box 29///t-complex 1"
41005_at,6.41E-05,1.40E-05,-4.879359,2.87495,-0.234492,ITGA8,integrin subunit alpha 8
36573_at,6.42E-05,1.40E-05,4.878991,2.87378,0.2537295,PIAS1,protein inhibitor of activated STAT 1
32491_at,6.45E-05,1.41E-05,-4.877606,2.86938,-0.3016379,DRD3,dopamine receptor D3
36141_at,6.46E-05,1.41E-05,-4.876978,2.86739,-0.3086707,CTRB2,chymotrypsinogen B2
1448_at,6.47E-05,1.41E-05,4.876412,2.86559,0.8532396,PSMA3,proteasome subunit alpha 3
35735_at,6.51E-05,1.42E-05,4.874355,2.85905,1.2588372,GBP1,guanylate binding protein 1
36581_at,6.52E-05,1.42E-05,4.873911,2.85764,0.5681952,GARS,glycyl-tRNA synthetase
780_at,6.52E-05,1.42E-05,-4.873797,2.85728,-0.3363527,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
1874_at,6.55E-05,1.43E-05,4.872296,2.85251,0.3951951,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
34144_at,6.55E-05,1.43E-05,-4.871929,2.85134,-0.3036906,TLR6,toll like receptor 6
1543_at,6.55E-05,1.43E-05,-4.871681,2.85056,-0.2973575,MAP2K6,mitogen-activated protein kinase kinase 6
36371_at,6.56E-05,1.44E-05,-4.871094,2.84869,-0.3677414,MFAP3,microfibrillar associated protein 3
31487_at,6.57E-05,1.44E-05,-4.870695,2.84742,-0.1883133,FEZ2,fasciculation and elongation protein zeta 2
31505_at,6.57E-05,1.44E-05,4.870561,2.847,0.3790858,RPL8,ribosomal protein L8
32846_s_at,6.58E-05,1.44E-05,4.870099,2.84553,0.4587313,KTN1,kinectin 1
40250_at,6.59E-05,1.44E-05,4.869452,2.84348,0.3354347,KRR1,"KRR1, small subunit processome component homolog"
41650_at,6.59E-05,1.45E-05,-4.869193,2.84265,-0.2584558,CIAO1,cytosolic iron-sulfur assembly component 1
37541_at,6.60E-05,1.45E-05,-4.868733,2.84119,-0.266973,SELPLG,selectin P ligand
40827_at,6.64E-05,1.46E-05,4.86677,2.83496,0.6597345,IARS,isoleucyl-tRNA synthetase
38668_at,6.67E-05,1.46E-05,4.865558,2.83111,0.3353307,GPATCH8,G-patch domain containing 8
35556_at,6.67E-05,1.46E-05,-4.865378,2.83054,-0.2963559,F9,coagulation factor IX
35896_at,6.67E-05,1.46E-05,-4.86508,2.82959,-0.3715781,POM121L8P///POM121L9P///POM121L1P,"POM121 transmembrane nucleoporin like 8, pseudogene///POM121 transmembrane nucleoporin like 9, pseudogene///POM121 transmembrane nucleoporin like 1, pseudogene"
35499_at,6.69E-05,1.47E-05,-4.864275,2.82703,-0.2270003,TCP11L1,t-complex 11 like 1
36746_s_at,6.69E-05,1.47E-05,-4.864121,2.82654,-0.2338109,CALCR,calcitonin receptor
872_i_at,6.72E-05,1.48E-05,4.862662,2.82191,0.731,IRS1,insulin receptor substrate 1
36774_f_at,6.73E-05,1.48E-05,-4.862233,2.82055,-0.3929095,PRB1,proline rich protein BstNI subfamily 1
37341_at,6.73E-05,1.48E-05,4.862014,2.81985,0.3663609,GLUD1,glutamate dehydrogenase 1
34831_at,6.74E-05,1.48E-05,-4.86157,2.81844,-0.2466552,IQSEC1,IQ motif and Sec7 domain 1
34335_at,6.74E-05,1.48E-05,4.861138,2.81707,0.8797789,EFNB2,ephrin B2
35917_at,6.76E-05,1.49E-05,-4.860034,2.81357,-0.4992756,MAP1A,microtubule associated protein 1A
AFFX-LysX-M_at,6.77E-05,1.49E-05,-4.85942,2.81162,-0.4079521,,
1513_at,6.77E-05,1.49E-05,-4.859413,2.8116,-0.3356422,KLK3,kallikrein related peptidase 3
37165_f_at,6.79E-05,1.50E-05,-4.858586,2.80897,-0.4229587,RHD///RHCE,Rh blood group D antigen///Rh blood group CcEe antigens
414_at,6.80E-05,1.50E-05,-4.857968,2.80701,-0.3899119,HOXD10,homeobox D10
34782_at,6.92E-05,1.53E-05,4.852562,2.78985,0.4853013,JARID2,jumonji and AT-rich interaction domain containing 2
38159_at,6.95E-05,1.53E-05,-4.851307,2.78587,-0.2420429,PAK3,p21 (RAC1) activated kinase 3
33258_g_at,6.97E-05,1.54E-05,-4.850272,2.78258,-0.5088336,DLST,dihydrolipoamide S-succinyltransferase
874_at,6.97E-05,1.54E-05,-4.850027,2.78181,-0.4141073,CCL2,C-C motif chemokine ligand 2
35426_at,6.98E-05,1.54E-05,-4.849667,2.78067,-0.3535705,SPPL2B,signal peptide peptidase like 2B
32935_at,6.99E-05,1.55E-05,-4.848772,2.77783,-0.3107461,DCAF4,DDB1 and CUL4 associated factor 4
34907_at,6.99E-05,1.55E-05,-4.848699,2.77759,-0.3665676,AATK,apoptosis associated tyrosine kinase
1918_at,7.00E-05,1.55E-05,-4.848451,2.77681,-0.3828409,SKI,SKI proto-oncogene
37337_at,7.01E-05,1.55E-05,4.847587,2.77407,0.9098946,SNRPG,small nuclear ribonucleoprotein polypeptide G
33015_at,7.04E-05,1.56E-05,-4.846445,2.77044,-0.3067664,,
2030_at,7.04E-05,1.56E-05,-4.846223,2.76974,-0.3242489,WNT11,Wnt family member 11
37677_at,7.07E-05,1.57E-05,4.844839,2.76535,0.6876644,PGK1,phosphoglycerate kinase 1
34641_at,7.08E-05,1.57E-05,-4.844247,2.76347,-0.273683,PZP,"PZP, alpha-2-macroglobulin like"
32031_at,7.10E-05,1.57E-05,-4.843498,2.7611,-0.3302908,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
230_s_at,7.16E-05,1.59E-05,-4.840754,2.7524,-0.2957725,FSHB,follicle stimulating hormone beta subunit
36560_at,7.16E-05,1.59E-05,-4.840351,2.75112,-0.3088072,TMCC2,transmembrane and coiled-coil domain family 2
31914_at,7.16E-05,1.59E-05,-4.840298,2.75095,-0.2693899,CHD1L,chromodomain helicase DNA binding protein 1 like
1828_s_at,7.17E-05,1.59E-05,-4.84008,2.75026,-0.3834438,FGF2,fibroblast growth factor 2
772_at,7.20E-05,1.60E-05,-4.838622,2.74563,-0.309915,CRK,"CRK proto-oncogene, adaptor protein"
33497_at,7.20E-05,1.60E-05,-4.838309,2.74464,-0.5414184,SCNN1G,sodium channel epithelial 1 gamma subunit
35024_at,7.23E-05,1.61E-05,-4.837177,2.74105,-0.4020619,OPRK1,opioid receptor kappa 1
34901_at,7.25E-05,1.61E-05,-4.836158,2.73782,-0.3981413,USP2,ubiquitin specific peptidase 2
38099_r_at,7.27E-05,1.62E-05,4.835401,2.73542,0.5146067,ACSL4,acyl-CoA synthetase long-chain family member 4
32277_at,7.27E-05,1.62E-05,-4.83508,2.7344,-0.2231302,KCNA3,potassium voltage-gated channel subfamily A member 3
40359_at,7.29E-05,1.62E-05,-4.834194,2.7316,-0.4146561,RASSF7,Ras association domain family member 7
32033_at,7.36E-05,1.64E-05,-4.831068,2.72169,-0.3541597,CHKB,choline kinase beta
32249_at,7.36E-05,1.64E-05,4.831042,2.72161,1.405228,CFHR1///CFH,complement factor H related 1///complement factor H
36816_s_at,7.38E-05,1.64E-05,-4.830133,2.71873,-0.3740645,CFTR,cystic fibrosis transmembrane conductance regulator
36743_at,7.39E-05,1.65E-05,-4.829792,2.71765,-0.3118483,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10
40238_at,7.40E-05,1.65E-05,4.829196,2.71576,0.4769212,IQCK,IQ motif containing K
39390_at,7.40E-05,1.65E-05,4.828996,2.71512,0.3165702,NUP133,nucleoporin 133
35554_f_at,7.40E-05,1.65E-05,-4.828791,2.71447,-0.3850207,ZIC2,Zic family member 2
1029_s_at,7.45E-05,1.66E-05,-4.826661,2.70773,-0.260253,TXK,TXK tyrosine kinase
35614_at,7.47E-05,1.67E-05,4.825943,2.70545,0.7928365,TCFL5,transcription factor like 5
40772_at,7.47E-05,1.67E-05,-4.825874,2.70523,-0.4301872,MFSD7,major facilitator superfamily domain containing 7
31797_at,7.48E-05,1.67E-05,4.825285,2.70336,0.3937355,TBPL1,TATA-box binding protein like 1
34688_at,7.48E-05,1.67E-05,4.825206,2.70312,0.4662714,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
36415_at,7.51E-05,1.68E-05,-4.8236,2.69803,-0.2305287,CASK,calcium/calmodulin dependent serine protein kinase
1738_at,7.56E-05,1.69E-05,-4.82179,2.69229,-0.2428659,CDC25A,cell division cycle 25A
1436_at,7.56E-05,1.69E-05,-4.821389,2.69102,-0.3187518,CYP2D6,cytochrome P450 family 2 subfamily D member 6
36372_at,7.59E-05,1.70E-05,-4.820152,2.68711,-0.3847064,HK3,hexokinase 3
38276_at,7.59E-05,1.70E-05,-4.820099,2.68694,-0.3931355,NFKBIE,NFKB inhibitor epsilon
31759_at,7.59E-05,1.70E-05,-4.819977,2.68655,-0.4328971,SAG,S-antigen visual arrestin
32898_at,7.59E-05,1.70E-05,-4.819881,2.68625,-0.3827293,ACTL8,actin like 8
31868_at,7.59E-05,1.70E-05,-4.81959,2.68533,-0.4077644,STK16,serine/threonine kinase 16
461_at,7.59E-05,1.70E-05,4.819517,2.6851,0.5444011,ASAH1,N-acylsphingosine amidohydrolase 1
41755_at,7.59E-05,1.70E-05,4.81944,2.68485,0.7180165,COBLL1,cordon-bleu WH2 repeat protein like 1
32517_at,7.62E-05,1.71E-05,4.818235,2.68104,0.3870384,CAPN7,calpain 7
36472_at,7.62E-05,1.71E-05,4.818016,2.68034,1.0693793,NMI,N-myc and STAT interactor
1114_at,7.63E-05,1.71E-05,-4.817774,2.67958,-0.3638888,BMP4,bone morphogenetic protein 4
32185_at,7.63E-05,1.71E-05,4.817463,2.67859,0.2719433,WNK1,WNK lysine deficient protein kinase 1
39302_at,7.63E-05,1.72E-05,4.817237,2.67788,1.6016377,DSC2,desmocollin 2
32864_at,7.64E-05,1.72E-05,-4.817101,2.67745,-0.3238615,SRY,sex determining region Y
32368_at,7.68E-05,1.73E-05,-4.815269,2.67165,-0.2481891,PCDH8,protocadherin 8
1626_at,7.72E-05,1.74E-05,-4.813617,2.66641,-0.2488587,MUSK,muscle associated receptor tyrosine kinase
591_s_at,7.72E-05,1.74E-05,-4.813516,2.66609,-0.41067,PTPN1,"protein tyrosine phosphatase, non-receptor type 1"
32677_at,7.73E-05,1.74E-05,-4.812951,2.66431,-0.3243911,VCY1B///VCX3A///VCY,"variable charge, Y-linked 1B///variable charge, X-linked 3A///variable charge, Y-linked"
31752_at,7.77E-05,1.75E-05,-4.811433,2.6595,-0.3722487,,
1030_s_at,7.80E-05,1.76E-05,4.810116,2.65533,0.485913,TOP1,topoisomerase (DNA) I
36748_at,7.80E-05,1.76E-05,-4.809901,2.65465,-0.3016977,SYN2,synapsin II
40020_at,7.81E-05,1.76E-05,-4.809329,2.65284,-0.3857194,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
33126_at,7.82E-05,1.76E-05,4.808713,2.65089,0.7367861,GLT8D1,glycosyltransferase 8 domain containing 1
34723_at,7.82E-05,1.76E-05,4.80871,2.65088,0.4395142,COX11,"COX11, cytochrome c oxidase copper chaperone"
37164_at,7.83E-05,1.77E-05,-4.808381,2.64984,-0.3680959,RHD,Rh blood group D antigen
39762_at,7.83E-05,1.77E-05,4.808322,2.64966,0.3817143,ZMYM4,zinc finger MYM-type containing 4
1484_at,7.84E-05,1.77E-05,-4.807758,2.64787,-0.209311,CDH8,cadherin 8
36212_at,7.84E-05,1.77E-05,-4.807541,2.64718,-0.3067028,RNASEH2B,ribonuclease H2 subunit B
833_at,7.86E-05,1.78E-05,-4.80654,2.64402,-0.2621645,ITGAD,integrin subunit alpha D
41759_at,7.87E-05,1.78E-05,4.806361,2.64345,0.5343587,SKP1,S-phase kinase-associated protein 1
31332_at,7.87E-05,1.78E-05,-4.80625,2.6431,-0.2474686,,
32760_at,7.96E-05,1.80E-05,-4.802549,2.63139,-0.3023537,SEMG1,semenogelin I
36304_at,7.96E-05,1.80E-05,-4.802348,2.63075,-0.3558978,C8B,"complement component 8, beta polypeptide"
AFFX-ThrX-3_at,8.00E-05,1.81E-05,-4.800732,2.62564,-0.477502,,
35636_at,8.05E-05,1.82E-05,-4.798671,2.61912,-0.3057505,CA5B,carbonic anhydrase 5B
39509_at,8.09E-05,1.83E-05,4.797255,2.61465,0.5487732,BBIP1,BBSome interacting protein 1
1892_s_at,8.09E-05,1.83E-05,-4.797232,2.61457,-0.3161434,NTRK1,neurotrophic receptor tyrosine kinase 1
35227_at,8.10E-05,1.84E-05,4.796493,2.61223,0.4029862,RBBP8,"RB binding protein 8, endonuclease"
40601_at,8.11E-05,1.84E-05,4.79614,2.61112,0.5965701,TM2D1,TM2 domain containing 1
34968_at,8.11E-05,1.84E-05,-4.795814,2.61009,-0.3902282,ZNF507,zinc finger protein 507
AFFX-BioDn-3_st,8.13E-05,1.84E-05,-4.795058,2.6077,-0.409994,,
35392_g_at,8.15E-05,1.85E-05,-4.794388,2.60558,-0.319991,ADAM22,ADAM metallopeptidase domain 22
36731_g_at,8.15E-05,1.85E-05,-4.794005,2.60437,-0.4275767,ABCC10,ATP binding cassette subfamily C member 10
35468_at,8.16E-05,1.85E-05,-4.79374,2.60353,-0.2692719,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
34797_at,8.17E-05,1.86E-05,4.793106,2.60153,0.7370771,PLPP1,phospholipid phosphatase 1
35381_at,8.17E-05,1.86E-05,-4.793093,2.60148,-0.3831301,RTEL1,regulator of telomere elongation helicase 1
39253_s_at,8.17E-05,1.86E-05,4.79306,2.60138,0.8193979,RALA,RALA Ras like proto-oncogene A
41154_r_at,8.18E-05,1.86E-05,4.792568,2.59982,0.3651037,CTNNA1,catenin alpha 1
34275_s_at,8.20E-05,1.87E-05,-4.791628,2.59685,-0.2668125,REST,RE1 silencing transcription factor
40960_at,8.21E-05,1.87E-05,-4.791251,2.59566,-0.4367865,B4GALT1,"beta-1,4-galactosyltransferase 1"
34685_at,8.24E-05,1.87E-05,4.790149,2.59218,0.3026115,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1
38260_at,8.24E-05,1.88E-05,-4.790062,2.5919,-0.4022729,LAS1L,"LAS1 like, ribosome biogenesis factor"
33651_at,8.28E-05,1.89E-05,-4.788304,2.58635,-0.4448936,AQP8,aquaporin 8
31783_at,8.29E-05,1.89E-05,-4.787726,2.58452,-0.3248324,RENBP,renin binding protein
37440_at,8.30E-05,1.89E-05,-4.787237,2.58297,-0.3023018,SLC30A4,solute carrier family 30 member 4
39325_at,8.31E-05,1.89E-05,-4.78695,2.58207,-0.290419,LEFTY1///LEFTY2,left-right determination factor 1///left-right determination factor 2
33094_s_at,8.31E-05,1.90E-05,-4.786826,2.58167,-0.2980556,BFSP2,beaded filament structural protein 2
35690_s_at,8.31E-05,1.90E-05,-4.786576,2.58088,-0.262455,NFIX,nuclear factor I X
36032_at,8.37E-05,1.91E-05,4.78426,2.57357,0.771986,HSPB11,heat shock protein family B (small) member 11
32302_g_at,8.38E-05,1.91E-05,-4.783794,2.57209,-0.2461563,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2
41519_at,8.40E-05,1.92E-05,-4.78292,2.56933,-0.3403729,PPP1R37,protein phosphatase 1 regulatory subunit 37
40247_at,8.44E-05,1.93E-05,-4.781418,2.56459,-0.3028923,SLC9A1,solute carrier family 9 member A1
39501_f_at,8.47E-05,1.94E-05,-4.780471,2.56159,-0.3710217,NECAB3,N-terminal EF-hand calcium binding protein 3
32399_at,8.49E-05,1.94E-05,-4.779391,2.55818,-0.2811134,MECOM,MDS1 and EVI1 complex locus
34387_at,8.49E-05,1.94E-05,4.779376,2.55813,0.6483265,LPGAT1,lysophosphatidylglycerol acyltransferase 1
34746_at,8.51E-05,1.95E-05,-4.778368,2.55495,-0.3143889,PAQR4,progestin and adipoQ receptor family member 4
777_at,8.51E-05,1.95E-05,4.778365,2.55494,0.7628563,GDI2,GDP dissociation inhibitor 2
40134_at,8.53E-05,1.95E-05,4.777532,2.55231,0.6202319,ARMC2-AS1///ATP5J2,"ARMC2 antisense RNA 1///ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2"
160036_at,8.55E-05,1.96E-05,-4.776927,2.5504,-0.274957,ESRRB,estrogen related receptor beta
35035_at,8.55E-05,1.96E-05,-4.776908,2.55034,-0.2578695,CHRNB3,cholinergic receptor nicotinic beta 3 subunit
34096_at,8.55E-05,1.96E-05,-4.77659,2.54934,-0.2710953,CEP152,centrosomal protein 152
31930_f_at,8.55E-05,1.96E-05,-4.776484,2.549,-0.4245541,RHD///RHCE,Rh blood group D antigen///Rh blood group CcEe antigens
35920_at,8.56E-05,1.96E-05,-4.776049,2.54763,-0.4576711,HBBP1,hemoglobin subunit beta pseudogene 1
37250_at,8.56E-05,1.96E-05,4.775949,2.54731,0.5495879,GJA9-MYCBP///MYCBP,GJA9-MYCBP readthrough///MYC binding protein
34678_at,8.59E-05,1.97E-05,4.774897,2.54399,0.5997081,MYOF,myoferlin
41617_at,8.60E-05,1.98E-05,-4.774285,2.54206,-0.4178824,HBE1,hemoglobin subunit epsilon 1
35848_at,8.69E-05,2.00E-05,4.771097,2.53199,0.8784229,ZMIZ1,zinc finger MIZ-type containing 1
1392_at,8.71E-05,2.00E-05,-4.770353,2.52964,-0.2244521,GRK6,G protein-coupled receptor kinase 6
40499_r_at,8.72E-05,2.00E-05,-4.769883,2.52816,-0.2942172,NPRL2,"NPR2-like, GATOR1 complex subunit"
33076_at,8.72E-05,2.01E-05,-4.769637,2.52738,-0.1683236,,
